00:34:39:039, U5049739, 20
00:36:39:039, S8159450, 14
00:36:39:039, U6708070, E
00:36:39:039, E7697051, E
00:36:39:039, F8264170, E
00:36:39:039, F4015083, E
00:36:39:039, C5212139, 0
00:36:39:039, A4256176, 0
00:36:39:039, L4062602, 0
00:36:39:039, M3404707, E
00:36:39:039, T5990698, 0
00:36:39:039, F5117890, 5
00:36:39:039, B7650940, 15
00:36:39:039, W1650681, E
00:36:39:039, R7551262, E
00:36:39:039, V7237891, E
00:36:39:039, N5460541, E
00:36:39:039, Z7921786, 21
00:36:39:039, T8478486, E
00:36:39:039, L2810179, 0
00:36:39:039, L6979205, E
00:36:39:039, P1931023, 4
00:36:39:039, M5704612, E
00:36:39:039, F3120175, E
00:36:39:039, R5399824, E
00:36:39:039, E2510068, 9
00:36:39:039, Y7307039, 20
00:36:39:039, O6801689, E
00:36:39:039, K5659987, E
00:36:39:039, Z8178555, 13
00:36:39:039, P5945873, 19
00:36:39:039, U6989471, E
00:36:39:039, V2408807, 18
00:36:39:039, Y6059623, E
00:36:39:039, Z8025306, E
00:36:39:039, L4536690, 5
00:36:39:039, R8892092, E
00:36:39:039, C6208525, E
00:36:39:039, D3067299, 22
00:36:39:039, R5494940, E
00:36:39:039, G5870748, E
00:36:39:039, B6772582, 0
00:36:39:039, H3669397, E
00:36:39:039, C1473502, 1
00:36:39:039, X7088218, 0
00:36:39:039, W7940835, 5
00:36:39:039, N1533809, E
00:36:39:039, X6285682, 21
00:36:39:039, P5509426, E
00:36:39:039, J5545772, 7
00:36:39:039, R3904282, 0
00:36:39:039, O8991665, 0
00:36:39:039, K2718151, 0
00:36:39:039, U8432174, E
00:36:39:039, L4367763, E
00:36:39:039, I7623255, 18
00:36:39:039, T2094161, 5
00:36:39:039, Q2526313, E
00:36:39:039, O7347885, 24
00:36:39:039, X3710696, E
00:36:39:039, Q3068173, 12
00:36:39:039, O2590715, 13
00:36:39:039, J6107962, E
00:36:39:039, J2962066, E
00:36:39:039, U2465864, 0
00:36:39:039, I1991353, 19
00:36:39:039, Q6717156, 0
00:36:39:039, L4408509, 20
00:36:39:039, L3427551, E
00:36:39:039, R3477142, E
00:36:39:039, U7596139, 18
00:36:39:039, W4166698, 23
00:36:39:039, P3449862, 0
00:36:39:039, D8362912, 11
00:36:39:039, O7600148, E
00:36:39:039, J5240447, 2
00:36:39:039, N1876559, 14
00:36:39:039, M4484483, 20
00:36:39:039, S6498468, 7
00:36:39:039, L1251069, 11
00:36:39:039, P6634307, 11
00:36:39:039, A2382370, 22
00:36:39:039, X1531117, 15
00:36:39:039, L1714109, E
00:36:39:039, B5631344, 0
00:36:39:039, D4538959, E
00:36:39:039, V3210922, 4
00:36:39:039, U6520419, E
00:36:39:039, I4562929, E
00:36:39:039, K6798975, 2
00:36:39:039, E6126314, E
00:36:39:039, X5288148, E
00:36:39:039, S1082436, 14
00:36:39:039, P4663293, E
00:36:39:039, O3819642, 17
00:36:39:039, D8743652, E
00:36:39:039, O5018952, E
00:36:39:039, Q2130943, E
00:36:39:039, J3683631, 4
00:36:39:039, Y6525066, 12
00:36:39:039, N4873243, E
00:36:39:039, K8997400, E
00:36:39:039, L1885539, E
00:36:39:039, O6667569, E
00:36:39:039, F6878580, E
00:36:39:039, P6612303, 21
00:36:39:039, Z7033292, 12
00:36:39:039, U2173586, E
00:36:39:039, D4834572, E
00:36:39:039, X8135561, E
00:36:39:039, M7259582, 25
00:36:39:039, M3451266, 15
00:36:39:039, E6700943, 0
00:36:39:039, G6852057, E
00:36:39:039, K8869502, 8
00:36:39:039, J8385270, 8
00:36:39:039, K6447688, 24
00:36:39:039, F4366743, E
00:36:39:039, T7993031, E
00:36:39:039, H8461787, 25
00:36:39:039, Z7415174, E
00:36:39:039, M5437261, 22
00:36:39:039, D1982824, 13
00:36:39:039, Q8760955, 2
00:36:39:039, Z2191812, E
00:36:39:039, S1562658, E
00:36:39:039, Z2688209, E
00:36:39:039, Z7652271, E
00:36:39:039, K4549307, E
00:36:39:039, F1817307, E
00:36:39:039, K2392394, E
00:36:39:039, W4506693, E
00:36:39:039, B7981639, E
00:36:39:039, H7423385, E
00:36:39:039, W1827889, E
00:36:39:039, O7357075, E
00:36:39:039, Q1688123, E
00:36:39:039, B8842528, 0
00:36:39:039, O8792732, E
00:36:39:039, D5006771, E
00:36:39:039, S6520650, 4
00:36:39:039, I5221084, 7
00:36:39:039, H3545106, E
00:36:39:039, T5529297, 4
00:36:39:039, Y3060491, E
00:36:39:039, M8812377, 13
00:36:39:039, U5218298, 0
00:36:39:039, J8470845, 2
00:36:39:039, Y3849690, E
00:36:39:039, P4699924, 0
00:36:39:039, L7806403, 16
00:36:39:039, J4416384, 0
00:36:39:039, Q3412969, E
00:36:39:039, F3190586, E
00:36:39:039, B5047179, E
00:36:39:039, Q6162954, 1
00:36:39:039, H8280488, E
00:36:39:039, X3853383, E
00:36:39:039, A7833663, 0
00:36:39:039, S1582524, E
00:36:39:039, O5545878, E
00:36:39:039, K6885436, E
00:36:39:039, N1251591, E
00:36:39:039, C1212188, 7
00:36:39:039, B7166026, 2
00:36:39:039, X3135980, E
00:36:39:039, B7949057, E
00:36:39:039, Z5970229, 2
00:36:39:039, O5616466, 21
00:36:39:039, V4555419, 3
00:36:39:039, U3466270, E
00:36:39:039, P3676155, E
00:36:39:039, M7420642, 9
00:36:39:039, F7849493, 0
00:36:39:039, E5786783, 12
00:36:39:039, H1063388, E
00:36:39:039, I6664155, 25
00:36:39:039, C6784419, E
00:36:39:039, Q6707467, 16
00:36:39:039, Y3126041, E
00:36:39:039, G7583052, E
00:36:39:039, W7136673, E
00:36:39:039, V8865356, 8
00:36:39:039, D4707477, 13
00:36:39:039, V1502844, E
00:36:39:039, F3095736, E
00:36:39:039, B7536654, E
00:36:39:039, T2290868, 3
00:36:39:039, N1024148, E
00:36:39:039, Q6260757, E
00:36:39:039, Q2903640, E
00:36:39:039, B5338831, 3
00:36:39:039, H5069652, 9
00:38:39:039, U5049739, 20
00:38:39:039, K2091889, 11
00:38:39:039, N4826235, 10
00:38:39:039, H4421781, 0
00:38:39:039, P6886212, 8
00:38:39:039, U4383524, 24
00:38:39:039, N7271002, 25
00:38:39:039, N5025662, 8
00:38:39:039, S8159450, 13
00:38:39:039, U6708070, 22
00:38:39:039, E7697051, E
00:38:39:039, F8264170, E
00:38:39:039, F4015083, E
00:38:39:039, C5212139, 0
00:38:39:039, A4256176, 0
00:38:39:039, L4062602, 13
00:38:39:039, M3404707, E
00:38:39:039, T5990698, 0
00:38:39:039, F5117890, 16
00:38:39:039, B7650940, 19
00:38:39:039, W1650681, E
00:38:39:039, R7551262, E
00:38:39:039, V7237891, E
00:38:39:039, N5460541, 24
00:38:39:039, Z7921786, 11
00:38:39:039, T8478486, 0
00:38:39:039, L2810179, 0
00:38:39:039, L6979205, E
00:38:39:039, P1931023, 4
00:38:39:039, M5704612, E
00:38:39:039, F3120175, E
00:38:39:039, R5399824, 23
00:38:39:039, E2510068, 8
00:38:39:039, Y7307039, 20
00:38:39:039, O6801689, E
00:38:39:039, K5659987, E
00:38:39:039, Z8178555, 13
00:38:39:039, P5945873, 19
00:38:39:039, U6989471, E
00:38:39:039, V2408807, 0
00:38:39:039, Y6059623, E
00:38:39:039, Z8025306, E
00:38:39:039, L4536690, 24
00:38:39:039, R8892092, E
00:38:39:039, C6208525, E
00:38:39:039, D3067299, 13
00:38:39:039, R5494940, 14
00:38:39:039, G5870748, 22
00:38:39:039, B6772582, 24
00:38:39:039, H3669397, E
00:38:39:039, C1473502, 1
00:38:39:039, X7088218, 0
00:38:39:039, W7940835, 5
00:38:39:039, N1533809, 10
00:38:39:039, X6285682, 20
00:38:39:039, P5509426, E
00:38:39:039, J5545772, 0
00:38:39:039, R3904282, 0
00:38:39:039, O8991665, 0
00:38:39:039, K2718151, 24
00:38:39:039, U8432174, E
00:38:39:039, L4367763, E
00:38:39:039, I7623255, 18
00:38:39:039, T2094161, 5
00:38:39:039, Q2526313, E
00:38:39:039, O7347885, 24
00:38:39:039, X3710696, E
00:38:39:039, Q3068173, 12
00:38:39:039, O2590715, 13
00:38:39:039, J6107962, E
00:38:39:039, J2962066, E
00:38:39:039, U2465864, 22
00:38:39:039, I1991353, 15
00:38:39:039, Q6717156, 7
00:38:39:039, L4408509, 20
00:38:39:039, L3427551, E
00:38:39:039, R3477142, E
00:38:39:039, U7596139, 1
00:38:39:039, W4166698, 22
00:38:39:039, P3449862, 0
00:38:39:039, D8362912, 0
00:38:39:039, O7600148, E
00:38:39:039, J5240447, 2
00:38:39:039, N1876559, 11
00:38:39:039, M4484483, 0
00:38:39:039, S6498468, 7
00:38:39:039, L1251069, 12
00:38:39:039, P6634307, 0
00:38:39:039, A2382370, 15
00:38:39:039, X1531117, 15
00:38:39:039, L1714109, E
00:38:39:039, B5631344, 9
00:38:39:039, D4538959, 20
00:38:39:039, V3210922, 4
00:38:39:039, U6520419, E
00:38:39:039, I4562929, E
00:38:39:039, K6798975, 2
00:38:39:039, E6126314, E
00:38:39:039, X5288148, 1
00:38:39:039, S1082436, 24
00:38:39:039, P4663293, E
00:38:39:039, O3819642, 14
00:38:39:039, D8743652, E
00:38:39:039, O5018952, E
00:38:39:039, Q2130943, E
00:38:39:039, J3683631, 0
00:38:39:039, Y6525066, 0
00:38:39:039, N4873243, E
00:38:39:039, K8997400, E
00:38:39:039, L1885539, E
00:38:39:039, O6667569, E
00:38:39:039, F6878580, E
00:38:39:039, P6612303, 1
00:38:39:039, Z7033292, 12
00:38:39:039, U2173586, E
00:38:39:039, D4834572, E
00:38:39:039, X8135561, E
00:38:39:039, M7259582, 0
00:38:39:039, M3451266, 22
00:38:39:039, E6700943, 11
00:38:39:039, G6852057, E
00:38:39:039, K8869502, 8
00:38:39:039, J8385270, 24
00:38:39:039, K6447688, 24
00:38:39:039, F4366743, 0
00:38:39:039, T7993031, E
00:38:39:039, H8461787, 25
00:38:39:039, Z7415174, E
00:38:39:039, M5437261, 7
00:38:39:039, D1982824, 16
00:38:39:039, Q8760955, 0
00:38:39:039, Z2191812, E
00:38:39:039, S1562658, E
00:38:39:039, Z2688209, E
00:38:39:039, Z7652271, 3
00:38:39:039, K4549307, 0
00:38:39:039, F1817307, E
00:38:39:039, K2392394, 23
00:38:39:039, W4506693, E
00:38:39:039, B7981639, E
00:38:39:039, H7423385, E
00:38:39:039, W1827889, E
00:38:39:039, O7357075, 16
00:38:39:039, Q1688123, E
00:38:39:039, B8842528, 0
00:38:39:039, O8792732, E
00:38:39:039, D5006771, E
00:38:39:039, S6520650, 20
00:38:39:039, I5221084, 19
00:38:39:039, H3545106, E
00:38:39:039, T5529297, 5
00:38:39:039, Y3060491, 0
00:38:39:039, M8812377, 13
00:38:39:039, U5218298, 6
00:38:39:039, J8470845, 2
00:38:39:039, Y3849690, E
00:38:39:039, P4699924, 0
00:38:39:039, L7806403, 10
00:38:39:039, J4416384, 22
00:38:39:039, Q3412969, E
00:38:39:039, F3190586, 0
00:38:39:039, B5047179, E
00:38:39:039, Q6162954, 1
00:38:39:039, H8280488, E
00:38:39:039, X3853383, E
00:38:39:039, A7833663, 16
00:38:39:039, S1582524, E
00:38:39:039, O5545878, E
00:38:39:039, K6885436, 13
00:38:39:039, N1251591, E
00:38:39:039, C1212188, 7
00:38:39:039, B7166026, 2
00:38:39:039, X3135980, 8
00:38:39:039, B7949057, E
00:38:39:039, Z5970229, 25
00:38:39:039, O5616466, 21
00:38:39:039, V4555419, 3
00:38:39:039, U3466270, 8
00:38:39:039, P3676155, E
00:38:39:039, M7420642, 14
00:38:39:039, F7849493, 4
00:38:39:039, E5786783, 12
00:38:39:039, H1063388, E
00:38:39:039, I6664155, 0
00:38:39:039, C6784419, E
00:38:39:039, Q6707467, 16
00:38:39:039, Y3126041, E
00:38:39:039, G7583052, E
00:38:39:039, W7136673, E
00:38:39:039, V8865356, 10
00:38:39:039, D4707477, 13
00:38:39:039, V1502844, E
00:38:39:039, F3095736, E
00:38:39:039, B7536654, E
00:38:39:039, T2290868, 22
00:38:39:039, N1024148, 9
00:38:39:039, Q6260757, 15
00:38:39:039, Q2903640, E
00:38:39:039, B5338831, 3
00:38:39:039, H5069652, 14
00:40:39:039, U5049739, 20
00:40:39:039, K2091889, 11
00:40:39:039, N4826235, 10
00:40:39:039, H4421781, 0
00:40:39:039, P6886212, 8
00:40:39:039, U4383524, 15
00:40:39:039, N7271002, 25
00:40:39:039, N5025662, 8
00:40:39:039, S8159450, 23
00:40:39:039, U6708070, 23
00:40:39:039, E7697051, E
00:40:39:039, F8264170, E
00:40:39:039, F4015083, E
00:40:39:039, C5212139, 0
00:40:39:039, A4256176, 0
00:40:39:039, L4062602, 13
00:40:39:039, M3404707, E
00:40:39:039, T5990698, 0
00:40:39:039, F5117890, 9
00:40:39:039, B7650940, 1
00:40:39:039, W1650681, 15
00:40:39:039, R7551262, E
00:40:39:039, V7237891, E
00:40:39:039, N5460541, 0
00:40:39:039, Z7921786, 7
00:40:39:039, T8478486, 16
00:40:39:039, L2810179, 0
00:40:39:039, L6979205, 15
00:40:39:039, P1931023, 4
00:40:39:039, M5704612, E
00:40:39:039, F3120175, 0
00:40:39:039, R5399824, 0
00:40:39:039, E2510068, 8
00:40:39:039, Y7307039, 20
00:40:39:039, O6801689, 20
00:40:39:039, K5659987, 0
00:40:39:039, Z8178555, 13
00:40:39:039, P5945873, 19
00:40:39:039, U6989471, E
00:40:39:039, V2408807, 0
00:40:39:039, Y6059623, E
00:40:39:039, Z8025306, E
00:40:39:039, L4536690, 10
00:40:39:039, R8892092, E
00:40:39:039, C6208525, E
00:40:39:039, D3067299, 24
00:40:39:039, R5494940, 4
00:40:39:039, G5870748, 0
00:40:39:039, B6772582, 24
00:40:39:039, H3669397, E
00:40:39:039, C1473502, 1
00:40:39:039, X7088218, 0
00:40:39:039, W7940835, 5
00:40:39:039, N1533809, 11
00:40:39:039, X6285682, 20
00:40:39:039, P5509426, E
00:40:39:039, J5545772, 0
00:40:39:039, R3904282, 0
00:40:39:039, O8991665, 0
00:40:39:039, K2718151, 24
00:40:39:039, U8432174, E
00:40:39:039, L4367763, E
00:40:39:039, I7623255, 18
00:40:39:039, T2094161, 5
00:40:39:039, Q2526313, E
00:40:39:039, O7347885, 24
00:40:39:039, X3710696, E
00:40:39:039, Q3068173, 12
00:40:39:039, O2590715, 13
00:40:39:039, J6107962, 8
00:40:39:039, J2962066, E
00:40:39:039, U2465864, 22
00:40:39:039, I1991353, 0
00:40:39:039, Q6717156, 15
00:40:39:039, L4408509, 20
00:40:39:039, L3427551, 9
00:40:39:039, R3477142, E
00:40:39:039, U7596139, 1
00:40:39:039, W4166698, 22
00:40:39:039, P3449862, 0
00:40:39:039, D8362912, 0
00:40:39:039, O7600148, E
00:40:39:039, J5240447, 2
00:40:39:039, N1876559, 11
00:40:39:039, M4484483, 0
00:40:39:039, S6498468, 7
00:40:39:039, L1251069, 16
00:40:39:039, P6634307, 0
00:40:39:039, A2382370, 0
00:40:39:039, X1531117, 15
00:40:39:039, L1714109, 11
00:40:39:039, B5631344, 9
00:40:39:039, D4538959, 0
00:40:39:039, V3210922, 4
00:40:39:039, U6520419, E
00:40:39:039, I4562929, E
00:40:39:039, K6798975, 2
00:40:39:039, E6126314, 6
00:40:39:039, X5288148, 0
00:40:39:039, S1082436, 24
00:40:39:039, P4663293, E
00:40:39:039, O3819642, 14
00:40:39:039, D8743652, 0
00:40:39:039, O5018952, 9
00:40:39:039, Q2130943, E
00:40:39:039, J3683631, 4
00:40:39:039, Y6525066, 0
00:40:39:039, N4873243, 20
00:40:39:039, K8997400, E
00:40:39:039, L1885539, E
00:40:39:039, O6667569, E
00:40:39:039, F6878580, 0
00:40:39:039, P6612303, 5
00:40:39:039, Z7033292, 12
00:40:39:039, U2173586, 22
00:40:39:039, D4834572, E
00:40:39:039, X8135561, E
00:40:39:039, M7259582, 3
00:40:39:039, M3451266, 14
00:40:39:039, E6700943, 11
00:40:39:039, G6852057, 11
00:40:39:039, K8869502, 8
00:40:39:039, J8385270, 24
00:40:39:039, K6447688, 24
00:40:39:039, F4366743, 16
00:40:39:039, T7993031, E
00:40:39:039, H8461787, 25
00:40:39:039, Z7415174, E
00:40:39:039, M5437261, 7
00:40:39:039, D1982824, 20
00:40:39:039, Q8760955, 0
00:40:39:039, Z2191812, 0
00:40:39:039, S1562658, E
00:40:39:039, Z2688209, E
00:40:39:039, Z7652271, 25
00:40:39:039, K4549307, 18
00:40:39:039, F1817307, E
00:40:39:039, K2392394, 0
00:40:39:039, W4506693, 0
00:40:39:039, B7981639, E
00:40:39:039, H7423385, E
00:40:39:039, W1827889, 9
00:40:39:039, O7357075, 19
00:40:39:039, Q1688123, E
00:40:39:039, B8842528, 25
00:40:39:039, O8792732, E
00:40:39:039, D5006771, E
00:40:39:039, S6520650, 17
00:40:39:039, I5221084, 19
00:40:39:039, H3545106, E
00:40:39:039, T5529297, 5
00:40:39:039, Y3060491, 0
00:40:39:039, M8812377, 13
00:40:39:039, U5218298, 6
00:40:39:039, J8470845, 2
00:40:39:039, Y3849690, 7
00:40:39:039, P4699924, 1
00:40:39:039, L7806403, 10
00:40:39:039, J4416384, 22
00:40:39:039, Q3412969, 0
00:40:39:039, F3190586, 15
00:40:39:039, B5047179, E
00:40:39:039, Q6162954, 1
00:40:39:039, H8280488, 0
00:40:39:039, X3853383, 15
00:40:39:039, A7833663, 16
00:40:39:039, S1582524, E
00:40:39:039, O5545878, E
00:40:39:039, K6885436, 2
00:40:39:039, N1251591, 0
00:40:39:039, C1212188, 7
00:40:39:039, B7166026, 2
00:40:39:039, X3135980, 8
00:40:39:039, B7949057, E
00:40:39:039, Z5970229, 9
00:40:39:039, O5616466, 21
00:40:39:039, V4555419, 3
00:40:39:039, U3466270, 13
00:40:39:039, P3676155, E
00:40:39:039, M7420642, 21
00:40:39:039, F7849493, 4
00:40:39:039, E5786783, 12
00:40:39:039, H1063388, E
00:40:39:039, I6664155, 7
00:40:39:039, C6784419, E
00:40:39:039, Q6707467, 16
00:40:39:039, Y3126041, E
00:40:39:039, G7583052, 7
00:40:39:039, W7136673, 0
00:40:39:039, V8865356, 10
00:40:39:039, D4707477, 13
00:40:39:039, V1502844, E
00:40:39:039, F3095736, E
00:40:39:039, B7536654, E
00:40:39:039, T2290868, 17
00:40:39:039, N1024148, 23
00:40:39:039, Q6260757, 20
00:40:39:039, Q2903640, E
00:40:39:039, B5338831, 3
00:40:39:039, H5069652, 12
00:42:39:039, U5049739, 20
00:42:39:039, K2091889, 11
00:42:39:039, N4826235, 10
00:42:39:039, H4421781, 0
00:42:39:039, P6886212, 8
00:42:39:039, U4383524, 16
00:42:39:039, N7271002, 25
00:42:39:039, N5025662, 8
00:42:39:039, S8159450, 16
00:42:39:039, U6708070, 23
00:42:39:039, E7697051, 12
00:42:39:039, F8264170, E
00:42:39:039, F4015083, 3
00:42:39:039, C5212139, 0
00:42:39:039, A4256176, 0
00:42:39:039, L4062602, 13
00:42:39:039, M3404707, 18
00:42:39:039, T5990698, 0
00:42:39:039, F5117890, 9
00:42:39:039, B7650940, 16
00:42:39:039, W1650681, 16
00:42:39:039, R7551262, 6
00:42:39:039, V7237891, 0
00:42:39:039, N5460541, 0
00:42:39:039, Z7921786, 0
00:42:39:039, T8478486, 8
00:42:39:039, L2810179, 0
00:42:39:039, L6979205, 18
00:42:39:039, P1931023, 4
00:42:39:039, M5704612, 11
00:42:39:039, F3120175, 2
00:42:39:039, R5399824, 0
00:42:39:039, E2510068, 8
00:42:39:039, Y7307039, 20
00:42:39:039, O6801689, 0
00:42:39:039, K5659987, 16
00:42:39:039, Z8178555, 13
00:42:39:039, P5945873, 19
00:42:39:039, U6989471, E
00:42:39:039, V2408807, 0
00:42:39:039, Y6059623, E
00:42:39:039, Z8025306, E
00:42:39:039, L4536690, 10
00:42:39:039, R8892092, 14
00:42:39:039, C6208525, E
00:42:39:039, D3067299, 24
00:42:39:039, R5494940, 15
00:42:39:039, G5870748, 22
00:42:39:039, B6772582, 24
00:42:39:039, H3669397, E
00:42:39:039, C1473502, 1
00:42:39:039, X7088218, 0
00:42:39:039, W7940835, 5
00:42:39:039, N1533809, 19
00:42:39:039, X6285682, 20
00:42:39:039, P5509426, E
00:42:39:039, J5545772, 1
00:42:39:039, R3904282, 0
00:42:39:039, O8991665, 0
00:42:39:039, K2718151, 24
00:42:39:039, U8432174, E
00:42:39:039, L4367763, 2
00:42:39:039, I7623255, 18
00:42:39:039, T2094161, 5
00:42:39:039, Q2526313, E
00:42:39:039, O7347885, 24
00:42:39:039, X3710696, 21
00:42:39:039, Q3068173, 12
00:42:39:039, O2590715, 13
00:42:39:039, J6107962, 19
00:42:39:039, J2962066, E
00:42:39:039, U2465864, 22
00:42:39:039, I1991353, 0
00:42:39:039, Q6717156, 15
00:42:39:039, L4408509, 20
00:42:39:039, L3427551, 0
00:42:39:039, R3477142, 10
00:42:39:039, U7596139, 1
00:42:39:039, W4166698, 22
00:42:39:039, P3449862, 0
00:42:39:039, D8362912, 0
00:42:39:039, O7600148, 7
00:42:39:039, J5240447, 2
00:42:39:039, N1876559, 11
00:42:39:039, M4484483, 0
00:42:39:039, S6498468, 7
00:42:39:039, L1251069, 10
00:42:39:039, P6634307, 0
00:42:39:039, A2382370, 17
